iteration,n_layers,n_nodes,activation,epochs,grid_size,learning_rate,fitness,is_initial
1,4,81,swish,74137,43,0.0010172168240181,0.0005477514932863414,True
2,10,13,swish,27964,36,0.000120829115278,0.0007496660691685975,True
3,5,59,sigmoid,57013,153,0.03497067495601,0.00028195095364935696,True
4,9,50,relu,34365,61,1.341912135158796e-05,0.04509635642170906,True
5,8,43,sigmoid,98599,91,0.0060378888262044,6.779503746656701e-05,True
6,6,52,swish,55035,44,0.000346695780528,0.00014892125909682363,True
7,7,21,tanh,13256,111,7.648785592457422e-05,0.00051013013580814,True
8,4,97,tanh,53117,154,2.3243640992726305e-05,0.00014621047012042254,True
9,7,46,tanh,50116,19,0.0003182256077327,0.000711476372089237,True
10,8,10,tanh,9940,22,0.0002200793007197,0.0011878631776198745,True
11,5,52,swish,61310,68,0.0022435338005854454,0.00012662194785661995,False
12,5,91,tanh,54179,133,0.000134274799424565,9.193970618071035e-05,False
13,7,38,tanh,65975,64,9.360511701256986e-05,6.504594784928486e-05,False
14,7,42,swish,100000,67,0.0043610216124910966,0.0026457069907337427,False
15,8,49,sigmoid,100000,140,0.013744414086233739,0.006938304752111435,False
16,5,60,sigmoid,51245,154,0.03831358604560019,0.00039632015977986157,False
17,4,61,sigmoid,59281,155,0.033505142143649934,0.0002451477921567857,False
18,5,63,swish,56701,32,0.0001427668027865744,7.168408774305135e-05,False
19,9,19,sigmoid,100000,61,0.00047770156736229546,7.597752846777439e-05,False
20,5,67,swish,59942,55,2.212344823351935e-05,8.666348730912432e-05,False
21,10,6,tanh,40333,59,0.0004300900764827643,0.0004365205531939864,False
22,5,51,sigmoid,62526,130,0.03724353545846608,0.00490641500800848,False
23,5,75,sigmoid,47875,200,0.029336298600114254,0.0003317469672765583,False
24,6,40,tanh,40370,98,0.00021711948697157463,0.00015397751121781766,False
25,5,75,swish,53331,155,0.025745238113010223,0.3378015160560608,False
26,5,64,relu,53970,184,0.03065647440058007,0.1082293763756752,False
27,5,56,swish,59595,49,0.0010823255746316208,9.664702520240098e-05,False
28,8,35,sigmoid,99083,79,0.0043374234472621665,0.0007668641628697515,False
29,8,43,sigmoid,98871,94,0.006974750434971677,7.29811581550166e-05,False
30,8,43,sigmoid,98946,94,0.006974750434971677,0.002112991875037551,False
31,5,49,swish,55999,78,0.006331708495992845,0.0002336227335035801,False
32,5,49,swish,57142,77,0.006220521974027267,0.00021705440303776413,False
33,5,49,swish,55939,78,0.005500110231610528,0.00010959852806990966,False
34,5,50,swish,57150,77,0.005871475367537633,0.00012349034659564495,False
35,5,52,swish,59510,68,0.003197290688334263,0.0001922014052979648,False
36,8,43,sigmoid,91245,94,0.007245621762278069,0.00010146610293304548,False
37,6,45,swish,37326,54,0.09115923934827125,0.33764153718948364,False
38,5,52,swish,60402,67,0.002592549324022745,3.934551932616159e-05,False
39,5,52,swish,60495,68,0.0025971736987620555,0.00037563592195510864,False
40,5,52,swish,63385,63,0.002868886602779476,0.000263261521467939,False
41,5,52,swish,55483,64,0.0054942698321852786,0.00011008317960659042,False
