iteration,n_layers,n_nodes,activation,epochs,grid_size,learning_rate,fitness,is_initial
1,9,70,tanh,56942,107,6.816907489642659e-05,8.097470708889887e-05,True
2,6,28,sin,40201,54,0.0108104931621762,0.0017759996699169278,True
3,7,65,sigmoid,100000,154,4.648190256792575e-05,0.0005613323883153498,True
4,4,85,sin,100000,59,0.0005643533120828,8.368928683921695e-05,True
5,7,74,sin,76494,59,0.0026055511576476,0.000753842934500426,True
6,7,62,swish,88839,135,0.0018307686093875,0.0008414812618866563,True
7,6,88,swish,100000,154,0.0019021104450183,0.002389355795457959,True
8,9,63,sin,92644,181,1e-05,6.484525511041284e-05,True
9,8,5,sin,45839,97,0.0012369029421399,0.0002861025568563491,True
10,3,100,sin,60510,38,0.0024302924132421,0.000282083434285596,True
11,7,72,sin,81561,66,0.001074031853300733,0.0010736462427303195,False
12,7,71,sin,96029,62,1e-05,7.121788075892255e-05,False
13,8,79,sin,86715,58,1e-05,9.698230132926255e-05,False
14,7,54,sin,76220,47,0.004216190931920877,0.0010535737965255976,False
15,7,59,sin,79417,67,1e-05,0.0001021470088744536,False
16,7,73,sin,85130,55,1e-05,7.58546739234589e-05,False
17,7,89,sin,71513,81,1e-05,8.076281665125862e-05,False
18,7,54,sin,83431,80,0.0027875432969192483,0.0007890970446169376,False
19,7,70,sin,74723,58,0.011644196993263673,0.3378335237503052,False
20,7,71,sin,81561,67,0.001074031853300733,0.0011232458055019379,False
21,7,72,sin,77616,66,0.001074031853300733,8.939437248045579e-05,False
22,7,71,sin,79996,71,0.001074031853300733,0.0007032548892311752,False
23,7,71,sin,79996,81,0.001074031853300733,0.0009440060239285231,False
24,4,9,sin,22459,33,0.0041048998586860055,0.0007870318950153887,False
25,7,72,sin,79996,71,0.001074031853300733,0.00016343037714250386,False
26,7,71,sin,94464,67,1e-05,7.238293619593605e-05,False
27,8,79,sin,85150,63,1e-05,9.876865078695118e-05,False
28,7,54,sin,74655,52,0.004216190931920877,0.0005963377188891172,False
29,7,59,sin,77852,72,1e-05,0.00010243251017527655,False
30,7,73,sin,83565,60,1e-05,7.718591950833797e-05,False
31,7,72,sin,77616,71,0.001074031853300733,0.00016455903823953122,False
32,7,72,sin,79302,71,0.001074031853300733,0.010271089151501656,False
33,7,72,sin,72559,67,0.001074031853300733,0.00018255753093399107,False
34,7,76,sin,84840,67,0.001074031853300733,0.0005571938818320632,False
35,7,72,sin,81561,76,0.001376021722773621,0.0027489657513797283,False
36,7,72,sin,84840,66,0.001074031853300733,0.00056487787514925,False
37,7,72,sin,72792,67,0.001074031853300733,0.00024947160272859037,False
38,7,72,sin,72792,86,0.001074031853300733,0.0007859458564780653,False
39,7,69,sin,72792,67,0.001074031853300733,0.0005545902531594038,False
40,7,71,sin,87260,63,1e-05,7.862330676289275e-05,False
41,7,72,sin,81561,67,0.001074031853300733,9.191776916850358e-05,False
42,7,71,sin,96029,63,1e-05,7.121968519641086e-05,False
43,8,79,sin,86715,59,1e-05,9.706259152153507e-05,False
44,7,54,sin,76220,48,0.004216190931920877,0.001577847171574831,False
45,7,69,sin,79996,86,0.001074031853300733,0.00011133657972095534,False
46,7,68,sin,81561,81,0.001074031853300733,0.0003922763280570507,False
47,7,72,sin,77063,67,0.001074031853300733,0.00037462631007656455,False
48,7,71,sin,91531,63,1e-05,7.505223766202107e-05,False
49,8,79,sin,82217,59,1e-05,0.00010134667536476627,False
50,7,54,sin,71722,48,0.004216190931920877,0.0008995531243272126,False
