iteration,n_layers,n_nodes,activation,epochs,grid_size,learning_rate,fitness,is_initial
1,4,81,swish,74137,43,0.0010172168240181,0.05206131935119629,True
2,10,13,swish,27964,36,0.000120829115278,0.04172906652092934,True
3,5,59,sigmoid,57013,153,0.03497067495601,0.02048156037926674,True
4,9,50,relu,34365,61,1.341912135158796e-05,1.2322481870651245,True
5,8,43,sigmoid,98599,91,0.0060378888262044,0.01791834644973278,True
6,6,52,swish,55035,44,0.000346695780528,0.030053894966840744,True
7,7,21,tanh,13256,111,7.648785592457422e-05,0.691866397857666,True
8,4,97,tanh,53117,154,2.3243640992726305e-05,0.001459516235627234,True
9,7,46,tanh,50116,19,0.0003182256077327,1.824802279472351,True
10,8,10,tanh,9940,22,0.0002200793007197,1.0296279191970825,True
11,4,80,swish,74157,42,0.0010051961638602286,0.022885765880346298,False
12,8,43,sigmoid,98123,91,0.006347308903205426,0.06882782280445099,False
13,5,59,sigmoid,56769,153,0.035198546573568384,0.09289337694644928,False
14,5,59,sigmoid,59140,154,0.032270711744807244,0.03369304910302162,False
15,6,45,swish,37326,54,0.09115923934827125,0.9988224506378174,False
16,6,54,sigmoid,27743,62,0.08789409645383833,0.9988141655921936,False
17,6,44,tanh,25805,20,0.1,0.9992939233779907,False
18,6,46,swish,42044,65,0.09123829583821075,0.9988119602203369,False
19,6,39,swish,37398,58,0.06747341130196144,0.9988178610801697,False
20,6,44,swish,46762,66,0.09115923934827125,0.9988113045692444,False
21,6,48,swish,34168,65,0.0743112642379099,0.9988119602203369,False
22,6,39,swish,29522,58,0.06747341130196144,0.9988178610801697,False
23,6,48,swish,31010,60,0.05730517614766954,0.9988154172897339,False
24,6,48,swish,37326,65,0.09131735232815025,0.9988119602203369,False
25,6,54,swish,27743,64,0.08789409645383833,0.9988126754760742,False
26,6,48,swish,28372,70,0.09203559830856445,762.6820678710938,False
27,6,48,swish,38468,64,0.08971379480384255,0.9988126754760742,False
28,7,49,swish,37733,64,0.08812766172841442,0.9988126754760742,False
29,6,45,swish,36904,62,0.09346956990730905,0.9988141655921936,False
30,6,46,swish,37156,65,0.0815595349206992,0.9988119602203369,False
31,6,48,swish,37607,63,0.08931959975901585,0.9988134503364563,False
32,6,51,swish,36532,68,0.0829560365990011,0.9988100528717041,False
33,6,45,swish,37473,67,0.09249101965649731,0.9988105893135071,False
34,6,48,swish,36786,64,0.09855737253706659,0.9988126754760742,False
35,6,46,swish,37037,63,0.09550660176656452,0.9988134503364563,False
36,6,50,swish,37094,66,0.09799866718455844,0.9988113045692444,False
37,6,48,swish,36428,68,0.1,0.9988100528717041,False
38,6,50,swish,36842,66,0.1,0.9988113045692444,False
39,6,51,swish,37942,65,0.08926951036031038,0.9988107681274414,False
40,6,45,swish,37593,70,0.0877678225189041,0.9988089203834534,False
41,6,47,swish,37572,64,0.09483261905526356,0.9988126754760742,False
42,6,50,swish,37080,64,0.0812940290664431,0.9989915490150452,False
43,6,49,swish,37150,61,0.08843643604233879,0.9988150596618652,False
44,6,47,swish,37629,71,0.09251300110137847,0.9988083839416504,False
45,6,48,swish,37306,65,0.1,0.9988123178482056,False
46,6,49,swish,36449,69,0.0964671923536277,0.9988095164299011,False
47,6,47,swish,36274,67,0.1,0.9988107681274414,False
48,6,47,swish,36948,61,0.09178692652767735,1.020799160003662,False
49,6,49,swish,38488,63,0.08911161695714835,1.2661192417144775,False
50,6,46,swish,38306,60,0.09258187296149777,0.9988159537315369,False
