iteration,n_layers,n_nodes,activation,epochs,grid_size,learning_rate,fitness,is_initial
1,9,70,tanh,56942,107,6.816907489642659e-05,0.756986141204834,True
2,6,28,sin,40201,54,0.0108104931621762,0.8163896799087524,True
3,7,65,sigmoid,100000,154,4.648190256792575e-05,0.7303493618965149,True
4,4,85,sin,100000,59,0.0005643533120828,0.04155191406607628,True
5,7,74,sin,76494,59,0.0026055511576476,0.47522932291030884,True
6,7,62,swish,88839,135,0.0018307686093875,0.05816562473773956,True
7,6,88,swish,100000,154,0.0019021104450183,0.08330593258142471,True
8,9,63,sin,92644,181,1e-05,0.6553481221199036,True
9,8,5,sin,45839,97,0.0012369029421399,0.8109247088432312,True
10,3,100,sin,60510,38,0.0024302924132421,0.8618955016136169,True
11,7,72,sin,81561,66,0.001074031853300733,0.16438598930835724,False
12,7,71,sin,96029,62,1e-05,0.5849759578704834,False
13,8,79,sin,86715,58,1e-05,0.7116783261299133,False
14,7,54,sin,76220,47,0.004216190931920877,0.8202266097068787,False
15,7,59,sin,79417,67,1e-05,0.6109399795532227,False
16,7,73,sin,85130,55,1e-05,0.8287190198898315,False
17,7,89,sin,71513,81,1e-05,0.7500524520874023,False
18,7,54,sin,83431,80,0.0027875432969192483,0.7592679858207703,False
19,7,70,sin,74723,58,0.011644196993263673,1.0000001192092896,False
20,7,56,sin,77903,54,0.007190183065420571,0.9065713286399841,False
21,7,80,sin,78624,72,0.010828507579397203,1.0,False
22,7,71,sin,70198,81,0.014635075898980393,1.0,False
23,7,63,swish,87941,135,0.0015806228595089031,0.09219232201576233,False
24,7,61,swish,87941,135,0.0015806228595089031,0.08762557804584503,False
25,7,61,swish,90047,135,0.0015806228595089031,0.08485964685678482,False
26,7,61,swish,87941,135,0.0014958841197985778,0.09107710421085358,False
27,7,60,swish,100000,131,1e-05,0.8924516439437866,False
28,8,68,swish,93095,127,1e-05,0.8414664268493652,False
29,7,43,swish,82600,116,0.004638043198418721,0.08376415073871613,False
30,7,48,swish,85797,136,1e-05,0.8626207709312439,False
31,7,62,swish,91510,124,1e-05,0.8400826454162598,False
32,7,61,swish,87941,136,0.0015806228595089031,0.09271008521318436,False
33,7,78,swish,77893,150,1e-05,0.8621987700462341,False
34,7,43,swish,89811,149,0.003209395563417093,0.08451952040195465,False
35,7,44,swish,90047,149,0.003112689588082405,0.07361992448568344,False
36,7,59,swish,90047,137,0.003112689588082405,0.05604974552989006,False
37,7,58,swish,90047,137,0.003112689588082405,0.11529310792684555,False
38,7,63,swish,90047,137,0.003112689588082405,0.14508028328418732,False
39,7,61,swish,90047,137,0.003112689588082405,0.0909179076552391,False
40,7,61,swish,90047,135,0.003112689588082405,0.08291391283273697,False
41,7,58,swish,100000,133,0.0007715541555475482,0.15610016882419586,False
42,7,59,swish,91154,135,0.003112689588082405,0.041673511266708374,False
43,7,58,swish,100000,131,0.0007715541555475482,0.11050810664892197,False
44,8,66,swish,96308,127,1e-05,0.8761269450187683,False
45,7,41,swish,85813,116,0.0062548486667025486,1.0,False
46,7,59,swish,81103,127,0.012066049259761518,1.0,False
47,7,59,swish,91278,135,0.003112689588082405,0.11580885946750641,False
48,7,59,swish,90704,135,0.003112689588082405,0.040142569690942764,False
49,7,59,swish,90704,137,0.003112689588082405,0.113779217004776,False
50,8,66,swish,95201,129,1e-05,0.8583076596260071,False
