pde,model,total_loss,final_l2
pde8,m1,0.03954833373427391,0.0007534438045695424
pde8,m2,0.23740224540233612,0.005675626918673515
pde8,m3,0.07840831577777863,0.013963382691144943
pde8,m4,0.21242356300354004,0.007359880954027176
pde8,m5,6111.357421875,0.9999989867210388
pde8,m6,17.77592658996582,0.06053145229816437
pde8,m7,0.1430538445711136,0.004050108604133129
