pde,model,total_loss,final_l2
pde4,m1,0.00033176527358591557,0.0022660146933048964
pde4,m2,0.012105227448046207,0.2653725743293762
pde4,m3,0.01109846867620945,0.25326740741729736
pde4,m4,0.011615452356636524,0.263537734746933
pde4,m5,0.12391752749681473,0.3565787971019745
pde4,m6,0.0011716443113982677,0.04205476865172386
pde4,m7,0.02080114558339119,0.30903491377830505
