pde,model,total_loss,final_l2
pde1,m1,5.8176705351797864e-05,0.010027380660176277
pde1,m2,0.004913099575787783,0.2844833731651306
pde1,m3,6.304988346528262e-05,0.022037355229258537
pde1,m4,0.0008698300225660205,0.045784953981637955
pde1,m5,0.0010751397348940372,0.062297478318214417
pde1,m6,0.0005335142486728728,0.015919938683509827
pde1,m7,0.5341089367866516,1.0024510622024536
