pde,model,total_loss,final_l2
pde5,m1,1.520176010672003e-05,0.07596265524625778
pde5,m2,0.0003651516744866967,0.07757746428251266
pde5,m3,0.0014117059763520956,0.08151831477880478
pde5,m4,0.00011705225188052282,0.07692742347717285
pde5,m5,0.000968327047303319,0.09358158707618713
pde5,m6,0.0013051702408120036,0.2021947056055069
pde5,m7,0.04545644298195839,0.18912099301815033
