pde,model,total_loss,final_l2
pde7,m1,5.226986104389653e-06,0.014943590387701988
pde7,m2,8.093174074019771e-06,0.0189452413469553
pde7,m3,1.4749975889571942e-05,0.032045938074588776
pde7,m4,9.763773050508462e-06,0.02170587331056595
pde7,m5,0.00658076349645853,0.5072293281555176
pde7,m6,0.0005885550635866821,0.5221782326698303
pde7,m7,0.0006151103880256414,0.5374864935874939
