test_name,final_l1_ab_error,final_l1_re_error,final_l2_ab_error,final_l2_re_error,final_pde_loss,final_bc_loss,final_ic_loss,final_total_loss,runtime,num_layers,num_nodes,activation_func,epochs,grid_size,learning_rate
burgers_2d_0,0.02545955590903759,0.04740595072507858,0.004706941545009613,0.1116766482591629,0.002522324677556753,1.019467345031444e-05,0.0018466562032699585,0.00437917560338974,200.13978672027588,3,40,sin,41752,43,0.0003442953106491
burgers_2d_1,0.013924285769462585,0.025927161797881126,0.002146285492926836,0.0754113495349884,0.0002760247443802655,2.623340151330922e-06,4.798923691851087e-05,0.00032663732417859137,444.95600390434265,3,95,tanh,90563,69,0.000230567007494
burgers_2d_2,0.013418271206319332,0.02498495765030384,0.002236480126157403,0.07697957009077072,7.350467058131471e-05,9.642518534747069e-07,7.949627615744248e-06,8.241855539381504e-05,935.4303033351898,6,19,swish,85216,187,0.0001842411804467
burgers_2d_3,0.5370540022850037,1.0,0.37741056084632874,1.0,0.0,0.0,0.4965517222881317,0.4965517222881317,1636.7510612010956,7,76,swish,59743,145,0.0111303463730186
burgers_2d_4,0.012987121939659119,0.02418215200304985,0.0021773779299110174,0.07595561444759369,1.1176344742125366e-05,9.589003724386203e-08,5.570069561144919e-07,1.1829241884697694e-05,2245.621395111084,10,46,swish,56462,181,1.980500896568931e-05
burgers_2d_5,0.013318121433258057,0.024798477068543434,0.0023385724052786827,0.07871697098016739,4.989570879843086e-05,2.0860075892414898e-05,6.178127932798816e-06,7.693390944041312e-05,1810.5131511688232,9,91,swish,93620,56,0.0003465430528732
burgers_2d_6,0.03715236112475395,0.06917807459831238,0.008521241135895252,0.15026035904884338,0.00013074095477350056,0.00012462481390684843,5.580288416240364e-05,0.00031116866739466786,130.07481908798218,3,19,sigmoid,27173,12,0.0974139822155868
burgers_2d_7,0.28066539764404297,0.522601842880249,0.16045381128787994,0.6520306468009949,0.055021438747644424,0.004112771712243557,0.13323907554149628,0.19237329065799713,300.94303727149963,2,84,relu,78355,162,5.247955131525455e-05
burgers_2d_8,0.015722783282399178,0.029275981709361076,0.0035314273554831743,0.09673153609037399,0.00028454969287849963,3.919553819287103e-06,0.00010878541797865182,0.00039725465467199683,540.9273698329926,6,15,swish,45859,125,0.0001253250175418
burgers_2d_9,0.019122416153550148,0.03560613468289375,0.002378928242251277,0.07939326018095016,0.0008170981309376657,0.00014310715778265148,8.012230682652444e-05,0.0010403275955468416,721.0966837406158,8,31,sigmoid,33646,199,0.0108693872330151
burgers_2d_10,0.2831924259662628,0.5273071527481079,0.16069404780864716,0.6525185704231262,0.049341168254613876,0.003457440063357353,0.13155288994312286,0.18435150384902954,838.2906374931335,10,9,relu,82065,26,0.0509460368461985
burgers_2d_11,0.020364118739962578,0.03791819512844086,0.002778142224997282,0.08579662442207336,0.0010464672232046723,8.607277413830161e-05,0.0003972757840529084,0.0015298157231882215,123.89432144165039,5,84,swish,8155,130,0.0002315887259497
burgers_2d_12,0.014411117881536484,0.02683364786207676,0.0022510099224746227,0.07722922414541245,0.00016593458713032305,2.0036910427734256e-05,8.670380339026451e-06,0.00019464187789708376,439.9324367046356,8,20,tanh,42356,192,0.0004457643374031
burgers_2d_13,0.012326154857873917,0.02295142598450184,0.002179752103984356,0.0759970098733902,1.2362387678876985e-05,2.428530763154413e-07,9.088321917261055e-07,1.351407354377443e-05,743.9538404941559,9,25,sin,65809,68,0.0015399967234343
burgers_2d_14,7.001652717590332,13.037148475646973,49.40056228637695,11.440866470336914,864626368.0,98.04624938964844,49.51279830932617,864626560.0,178.90933394432068,7,16,sin,19160,48,0.0882841843935834
burgers_2d_15,0.020205121487379074,0.03762214258313179,0.002788820303976536,0.08596135675907135,0.001423768000677228,3.28886198985856e-05,0.0003640993090812117,0.0018207558896392584,661.5227591991425,5,73,sigmoid,87782,113,3.136624269551213e-05
burgers_2d_16,0.022297611460089684,0.041518379002809525,0.007723710499703884,0.1430559605360031,0.001053841901011765,1.6404530470026657e-05,0.0003092722618021071,0.0013795187696814537,188.8635835647583,9,59,sigmoid,16465,59,5.978603708132954e-05
burgers_2d_17,0.2796066999435425,0.5206305384635925,0.15888796746730804,0.6488412618637085,0.05376752093434334,0.002237583976238966,0.12715229392051697,0.18315739929676056,833.840991973877,8,23,relu,95275,92,0.0037080153258158
burgers_2d_18,0.02174229361116886,0.04048437252640724,0.011938534677028656,0.177855983376503,1.0714011295931414e-05,1.4248130355554167e-05,3.781008217629278e-06,2.8743148504872806e-05,894.3106775283813,6,70,swish,79262,40,0.0016988268340562
burgers_2d_19,0.01357149239629507,0.025270257145166397,0.002209936734288931,0.07652139663696289,9.896833944367245e-05,2.173368329749792e-06,2.1411953639471903e-05,0.0001225536543643102,538.2438371181488,4,18,sigmoid,92897,151,0.0016944154715722
burgers_2d_20,0.1866215616464615,0.34749123454093933,0.08320703357458115,0.46954041719436646,0.045057423412799835,0.0004281342262402177,0.052688635885715485,0.09817419201135635,243.39727759361267,2,89,swish,59855,130,0.0013455180805926
burgers_2d_21,0.022682730108499527,0.04223547503352165,0.0038145275320857763,0.10053408890962601,0.0023168125189840794,6.104337808210403e-05,0.00048725708620622754,0.002865112852305174,686.3246264457703,7,7,sigmoid,64680,138,6.496304998863703e-05
burgers_2d_22,0.02590300515294075,0.04823165759444237,0.014865225180983543,0.1984626203775406,4.3969721446046606e-05,9.704972399049439e-07,5.066995072411373e-07,4.544691910268739e-05,583.8806171417236,9,78,swish,34730,32,0.0001576744387178
burgers_2d_23,0.27893567085266113,0.519381046295166,0.16003616154193878,0.6511814594268799,0.05432996526360512,0.003613289911299944,0.1302870810031891,0.18823033571243286,46.31666922569275,2,51,relu,14454,125,0.0001410268922152
burgers_2d_24,0.01300362404435873,0.024212880060076714,0.0021460012067109346,0.07540635764598846,2.4372218831558712e-05,1.0722335019863749e-07,1.5199062772808247e-06,2.5999348508776166e-05,377.2005248069763,5,66,sin,55987,92,0.0003019565486771
