pde,model,total_loss,final_l2
pde6,m1,5.987409895169549e-05,0.007851450704038143
pde6,m2,0.00016976716869976372,0.037841297686100006
pde6,m3,7.726597686996683e-06,0.0038416399620473385
pde6,m4,5.896084985579364e-06,0.0053396946750581264
pde6,m5,1.2244533536431845e-05,0.0040528858080506325
pde6,m6,4.615903890226036e-05,0.0032190128695219755
pde6,m7,1.5817064422662952e-06,0.0023583632428199053
