pde,model,total_loss,final_l2
pde7,m1,5.226986104389653e-06,0.014943590387701988
pde7,m2,7.850455585867167e-05,0.03338267281651497
pde7,m3,0.0002990793145727366,0.028776776045560837
pde7,m4,0.00030365309794433415,0.033576954156160355
pde7,m5,8.130117203108966e-05,0.03050173819065094
pde7,m6,0.0005843821563757956,0.5232568979263306
pde7,m7,0.0013204815331846476,0.6733031272888184
