pde,model,total_loss,final_l2
pde3,m1,5.9299318309058435e-06,0.0007592294132336974
pde3,m2,2.5918116079992615e-05,0.0023381533101201057
pde3,m3,1.8739200413619983e-06,0.00034808169584721327
pde3,m4,6.9643451752199326e-06,0.0008077335078269243
pde3,m5,5.198043436394073e-05,0.0020270587410777807
pde3,m6,3.837048552668421e-06,0.00028327846666797996
pde3,m7,8.283583156298846e-06,0.0013761057052761316
