pde,model,total_loss,final_l2
pde1,m1,5.8176705351797864e-05,0.010027380660176277
pde1,m2,1.9277093088021502e-05,0.012514124624431133
pde1,m3,8.84142627910478e-06,0.009580295532941818
pde1,m4,2.8573076633620076e-05,0.007678649853914976
pde1,m5,0.019845211878418922,0.6186420917510986
pde1,m6,0.0008590048528276384,0.026234220713377
pde1,m7,2.2521244318340905e-05,0.014990758150815964
