pde,model,total_loss,final_l2
pde4,m1,0.00033176527358591557,0.0022660146933048964
pde4,m2,0.003761131316423416,0.11493904143571854
pde4,m3,0.0007164116250351071,0.04245094582438469
pde4,m4,0.003514626994729042,0.11680876463651657
pde4,m5,0.13431012630462646,0.7503806352615356
pde4,m6,0.0021790589671581984,0.048187293112277985
pde4,m7,0.014031761325895786,0.28058958053588867
