pde,model,total_loss,final_l2
pde6,m1,5.987409895169549e-05,0.007851450704038143
pde6,m2,2.614451659610495e-05,0.005318344570696354
pde6,m3,4.015763352072099e-06,0.0036045603919774294
pde6,m4,5.937883088336093e-06,0.005277469754219055
pde6,m5,4.190671006654156e-06,0.002407270483672619
pde6,m6,3.550480687408708e-05,0.012394278310239315
pde6,m7,5.2257953939260915e-05,0.020330825820565224
