pde,model,total_loss,final_l2
pde1,m1,2.0632742803172732e-07,0.002515570493414998
pde1,m2,2.0161265638307668e-05,0.071310855448246
pde1,m3,0.00023582109133712947,0.06609393656253815
pde1,m4,2.4720819055801257e-05,0.07855980843305588
pde1,m5,1.8982365872943774e-05,0.05945125222206116
pde1,m6,2.9549451028287876e-06,0.02484961971640587
pde1,m7,0.19665811955928802,0.9736956357955933
