pde,model,total_loss,final_l2
pde2,m1,2.0632742803172732e-07,0.002515570493414998
pde2,m2,0.19916097819805145,0.9765089154243469
pde2,m3,1.3386636055656709e-05,0.05377654358744621
pde2,m4,0.20204801857471466,0.9797555208206177
pde2,m5,3.577048482839018e-05,0.03813667595386505
pde2,m6,1.3692110769625288e-05,0.035643357783555984
pde2,m7,0.19751015305519104,0.9799765348434448
