pde,model,total_loss,final_l2
pde8,m1,0.03954833373427391,0.0007534438045695424
pde8,m2,2.0112228393554688,0.016060803085565567
pde8,m3,0.24298909306526184,0.011887495405972004
pde8,m4,0.39366471767425537,0.012067627161741257
pde8,m5,51.94284439086914,0.18427765369415283
pde8,m6,14.708885192871094,0.10273094475269318
pde8,m7,0.1459221988916397,0.0038542943075299263
